pais_id,pais,provincia_id,provincia,departamento_id,departamento,prov_depto,año,mes,modelo,actividad,referencia,margen_bruto_($/ha),resultado_neto_($/ha),ingreso_neto_($/ha),gastos_directos_($/ha),costos_indirectos_($/ha),eficiencia_stock_(%),producción_(kg/ha),destete_(%),carga_(kg/ha),,,
32,Argentina,74,San Luis,35,General Pedernera,74035,2017,11,pampeana subhumeda,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1191,801,1834,643,390,35,65,75,186,,,
32,Argentina,74,San Luis,42,Gobernador Dupuy,74042,2017,11,pampeana subhumeda,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1191,801,1834,643,390,35,65,75,186,,,
32,Argentina,66,Salta,14,Cachi,66014,2017,11,salta,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,303,39,473,170,263,24,17,55,71,,,
32,Argentina,66,Salta,21,Cafayate,66021,2017,11,salta,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,303,39,473,170,263,24,17,55,71,,,
32,Argentina,66,Salta,28,Capital,66028,2017,11,salta,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,303,39,473,170,263,24,17,55,71,,,
32,Argentina,66,Salta,35,Cerrillos,66035,2017,11,salta,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,303,39,473,170,263,24,17,55,71,,,
32,Argentina,66,Salta,49,General Guemes,66049,2017,11,salta,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,303,39,473,170,263,24,17,55,71,,,
32,Argentina,66,Salta,56,General Jose De San Martin,66056,2017,11,salta,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,303,39,473,170,263,24,17,55,71,,,
32,Argentina,66,Salta,63,Guachipas,66063,2017,11,salta,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,303,39,473,170,263,24,17,55,71,,,
32,Argentina,66,Salta,77,La Caldera,66077,2017,11,salta,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,303,39,473,170,263,24,17,55,71,,,
32,Argentina,66,Salta,84,La Candelaria,66084,2017,11,salta,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,303,39,473,170,263,24,17,55,71,,,
32,Argentina,66,Salta,91,La Poma,66091,2017,11,salta,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,303,39,473,170,263,24,17,55,71,,,
32,Argentina,66,Salta,98,La Viña,66098,2017,11,salta,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,303,39,473,170,263,24,17,55,71,,,
32,Argentina,66,Salta,140,Rosario De La Frontera,66140,2017,11,salta,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,303,39,473,170,263,24,17,55,71,,,
32,Argentina,82,Santa Fe,7,Belgrano,82007,2017,11,santa fe centro,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1305,93,2537,1232,1213,39,125,-99999,322,,,
32,Argentina,82,Santa Fe,21,Castellanos,82021,2017,11,santa fe centro,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1305,93,2537,1232,1213,39,125,-99999,322,,,
32,Argentina,82,Santa Fe,56,Iriondo,82056,2017,11,santa fe centro,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1305,93,2537,1232,1213,39,125,-99999,322,,,
32,Argentina,82,Santa Fe,63,La Capital,82063,2017,11,santa fe centro,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1305,93,2537,1232,1213,39,125,-99999,322,,,
32,Argentina,82,Santa Fe,70,Las Colonias,82070,2017,11,santa fe centro,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1305,93,2537,1232,1213,39,125,-99999,322,,,
32,Argentina,82,Santa Fe,84,Rosario,82084,2017,11,santa fe centro,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1305,93,2537,1232,1213,39,125,-99999,322,,,
32,Argentina,82,Santa Fe,91,San Cristobal,82091,2017,11,santa fe centro,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1305,93,2537,1232,1213,39,125,-99999,322,,,
32,Argentina,82,Santa Fe,105,San Jeronimo,82105,2017,11,santa fe centro,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1305,93,2537,1232,1213,39,125,-99999,322,,,
32,Argentina,82,Santa Fe,119,San Lorenzo,82119,2017,11,santa fe centro,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1305,93,2537,1232,1213,39,125,-99999,322,,,
32,Argentina,82,Santa Fe,126,San Martin,82126,2017,11,santa fe centro,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1305,93,2537,1232,1213,39,125,-99999,322,,,
32,Argentina,86,Santiago Del Estero,154,Rivadavia,86154,2017,11,santa fe centro,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1305,93,2537,1232,1213,39,125,-99999,322,,,
32,Argentina,86,Santiago Del Estero,7,Aguirre,86007,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,21,Atamisqui,86021,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,28,Avellaneda,86028,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,42,Belgrano,86042,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,49,Capital,86049,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,63,Choya,86063,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,70,Figueroa,86070,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,84,Guayasan,86084,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,91,Jimenez,86091,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,98,Juan F. Ibarra,86098,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,35,La Banda,86035,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,105,Loreto,86105,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,112,Mitre,86112,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,126,Ojo De Agua,86126,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,133,Pellegrini,86133,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,140,Quebrachos,86140,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,161,Robles,86161,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,168,Salavina,86168,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,175,San Martin,86175,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,182,Sarmiento,86182,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,86,Santiago Del Estero,189,Silipica,86189,2017,11,santiago del estero,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,538,111,773,235,427,27,27,60,101,,,
32,Argentina,26,Chubut,56,Languineo,26056,2017,11,patagonia - precordillera,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,113,9,239,125,105,38,7,78,19,,,
32,Argentina,26,Chubut,98,Tehuelches,26098,2017,11,patagonia - precordillera,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,113,9,239,125,105,38,7,78,19,,,
32,Argentina,26,Chubut,84,Rio Senguer,26084,2017,11,patagonia - precordillera,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,113,9,239,125,105,38,7,78,19,,,
32,Argentina,62,Rio Negro,28,Conesa,62028,2017,11,patagonia - monte oriental,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,125,6,254,129,119,26,8,60,19,,,
32,Argentina,62,Rio Negro,7,Adolfo Alsina,62007,2017,11,patagonia - monte oriental,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,125,6,254,129,119,26,8,60,19,,,
32,Argentina,62,Rio Negro,14,Avellaneda,62014,2017,11,patagonia - monte oriental,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,125,6,254,129,119,26,8,60,19,,,
32,Argentina,62,Rio Negro,63,Pichi Mahuida,62063,2017,11,patagonia - monte oriental,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,125,6,254,129,119,26,8,60,19,,,
32,Argentina,18,Corrientes,147,San Martin,18147,2017,11,corrientes nor-este,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,491,297,798,308,194,20,29,50,144,,,
32,Argentina,18,Corrientes,56,General Alvear,18056,2017,11,corrientes nor-este,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,491,297,798,308,194,20,29,50,144,,,
32,Argentina,18,Corrientes,35,Curuzu Cuatia,18035,2017,11,corrientes centro sur,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1486,1224,1877,391,262,29,63,67,215,,,
32,Argentina,18,Corrientes,105,Mercedes,18105,2017,11,corrientes centro sur,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1486,1224,1877,391,262,29,63,67,215,,,
32,Argentina,18,Corrientes,175,Sauce,18175,2017,11,corrientes centro sur,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1486,1224,1877,391,262,29,63,67,215,,,
32,Argentina,6,Buenos Aires,466,Lezama,6466,2017,11,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2496,1502,2900,404,995,31,92,72,293,,,
32,Argentina,6,Buenos Aires,105,Bolivar,6105,2017,8,buenos aires centro-sudoeste,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1869,456,3304,1435,1413,35,117,69,336,,,
32,Argentina,6,Buenos Aires,231,Daireaux,6231,2017,8,buenos aires centro-sudoeste,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1869,456,3304,1435,1413,35,117,69,336,,,
32,Argentina,6,Buenos Aires,203,Coronel Suarez,6203,2017,8,buenos aires centro-sudoeste,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1869,456,3304,1435,1413,35,117,69,336,,,
32,Argentina,14,Cordoba,42,General San Martin,14042,2017,8,centro cordoba sur,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2271,795,4337,2066,1476,36,157,65,436,,,
32,Argentina,14,Cordoba,56,Juarez Celman,14056,2017,8,centro cordoba sur,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2271,795,4337,2066,1476,36,157,65,436,,,
32,Argentina,14,Cordoba,63,Marcos Juarez,14063,2017,8,centro cordoba sur,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2271,795,4337,2066,1476,36,157,65,436,,,
32,Argentina,14,Cordoba,84,Presidente Roque Saenz Peña,14084,2017,8,centro cordoba sur,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2271,795,4337,2066,1476,36,157,65,436,,,
32,Argentina,14,Cordoba,105,Rio Primero,14105,2017,8,centro cordoba sur,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2271,795,4337,2066,1476,36,157,65,436,,,
32,Argentina,14,Cordoba,119,Rio Segundo,14119,2017,8,centro cordoba sur,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2271,795,4337,2066,1476,36,157,65,436,,,
32,Argentina,14,Cordoba,140,San Justo,14140,2017,8,centro cordoba sur,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2271,795,4337,2066,1476,36,157,65,436,,,
32,Argentina,14,Cordoba,161,Tercero Arriba,14161,2017,8,centro cordoba sur,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2271,795,4337,2066,1476,36,157,65,436,,,
32,Argentina,14,Cordoba,182,Union,14182,2017,8,centro cordoba sur,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2271,795,4337,2066,1476,36,157,65,436,,,
32,Argentina,22,Chaco,105,9 De Julio,22105,2017,8,chaco humedo,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,644,196,1207,563,448,24,46,60,195,,,
32,Argentina,22,Chaco,28,Chacabuco,22028,2017,8,chaco humedo,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,644,196,1207,563,448,24,46,60,195,,,
32,Argentina,22,Chaco,49,General Belgrano,22049,2017,8,chaco humedo,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,644,196,1207,563,448,24,46,60,195,,,
32,Argentina,22,Chaco,119,Presidencia De La Plaza,22119,2017,8,chaco humedo,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,644,196,1207,563,448,24,46,60,195,,,
32,Argentina,22,Chaco,140,San Fernando,22140,2017,8,chaco humedo,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,644,196,1207,563,448,24,46,60,195,,,
32,Argentina,22,Chaco,154,Sargento Cabral,22154,2017,8,chaco humedo,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,644,196,1207,563,448,24,46,60,195,,,
32,Argentina,22,Chaco,161,Tapenaga,22161,2017,8,chaco humedo,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,644,196,1207,563,448,24,46,60,195,,,
32,Argentina,22,Chaco,126,1 De Mayo,22126,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,36,12 De Octubre,22036,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,39,2 De Abril,22039,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,168,25 De Mayo,22168,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,14,Bermejo,22014,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,21,Comandante Fernandez,22021,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,43,Fray Justo Santa Maria De Oro,22043,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,56,General Donovan,22056,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,70,Independencia,22070,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,77,Libertad,22077,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,84,Libertador General San Martin,22084,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,91,Maipu,22091,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,98,Mayor Luis J Fontana,22098,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,112,O'Higgins,22112,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,133,Quitilipi,22133,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,147,San Lorenzo,22147,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,34,Formosa,14,Formosa,34014,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,34,Formosa,21,Laishi,34021,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,34,Formosa,42,Pilagas,34042,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,34,Formosa,49,Pilcomayo,34049,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,34,Formosa,56,Pirane,34056,2017,8,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,595,194,774,179,401,23,28,60,122,,,
32,Argentina,22,Chaco,7,Almirante Brown,22007,2017,8,chaco-formosa oeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,384,93,525,140,292,22,19,60,85,,,
32,Argentina,22,Chaco,63,General Guemes,22063,2017,8,chaco-formosa oeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,384,93,525,140,292,22,19,60,85,,,
32,Argentina,34,Formosa,7,Bermejo,34007,2017,8,chaco-formosa oeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,384,93,525,140,292,22,19,60,85,,,
32,Argentina,34,Formosa,35,Patiño,34035,2017,8,chaco-formosa oeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,384,93,525,140,292,22,19,60,85,,,
32,Argentina,34,Formosa,63,Ramon Lista,34063,2017,8,chaco-formosa oeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,384,93,525,140,292,22,19,60,85,,,
32,Argentina,14,Cordoba,7,Calamuchita,14007,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,14,Capital,14014,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,21,Colon,14021,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,28,Cruz Del Eje,14028,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,49,Ischilin,14049,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,70,Minas,14070,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,77,Pocho,14077,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,91,Punilla,14091,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,112,Rio Seco,14112,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,126,San Alberto,14126,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,133,San Javier,14133,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,147,Santa Maria,14147,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,154,Sobremonte,14154,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,168,Totoral,14168,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,14,Cordoba,175,Tulumba,14175,2017,8,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,632,191,805,173,441,29,30,65,103,,,
32,Argentina,18,Corrientes,7,Bella Vista,18007,2017,8,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,783,381,1121,338,402,21,43,60,205,,,
32,Argentina,18,Corrientes,21,Capital,18021,2017,8,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,783,381,1121,338,402,21,43,60,205,,,
32,Argentina,18,Corrientes,28,Concepcion,18028,2017,8,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,783,381,1121,338,402,21,43,60,205,,,
32,Argentina,18,Corrientes,42,Empedrado,18042,2017,8,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,783,381,1121,338,402,21,43,60,205,,,
32,Argentina,18,Corrientes,63,General Paz,18063,2017,8,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,783,381,1121,338,402,21,43,60,205,,,
32,Argentina,18,Corrientes,70,Goya,18070,2017,8,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,783,381,1121,338,402,21,43,60,205,,,
32,Argentina,18,Corrientes,84,Ituzaingo,18084,2017,8,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,783,381,1121,338,402,21,43,60,205,,,
32,Argentina,18,Corrientes,112,Monte Caseros,18112,2017,8,corrientes centro sur,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1428,1174,1766,337,254,29,63,67,215,,,
32,Argentina,18,Corrientes,119,Paso De Los Libres,18119,2017,8,corrientes nor-este,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,519,327,780,261,192,20,29,50,144,,,
32,Argentina,18,Corrientes,126,Saladas,18126,2017,8,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,783,381,1121,338,402,21,43,60,205,,,
32,Argentina,18,Corrientes,140,San Luis Del Palmar,18140,2017,8,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,783,381,1121,338,402,21,43,60,205,,,
32,Argentina,18,Corrientes,154,San Miguel,18154,2017,8,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,783,381,1121,338,402,21,43,60,205,,,
32,Argentina,18,Corrientes,161,San Roque,18161,2017,8,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,783,381,1121,338,402,21,43,60,205,,,
32,Argentina,82,Santa Fe,49,General Obligado,82049,2017,8,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,783,381,1121,338,402,21,43,60,205,,,
32,Argentina,6,Buenos Aires,854,25 De Mayo,6854,2017,8,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2395,1428,2750,355,967,31,92,72,293,,,
32,Argentina,6,Buenos Aires,14,Adolfo Gonzales Chaves,6014,2017,8,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2395,1428,2750,355,967,31,92,72,293,,,
32,Argentina,6,Buenos Aires,42,Ayacucho,6042,2017,8,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2395,1428,2750,355,967,31,92,72,293,,,
32,Argentina,6,Buenos Aires,49,Azul,6049,2017,8,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2395,1428,2750,355,967,31,92,72,293,,,
32,Argentina,6,Buenos Aires,119,Brandsen,6119,2017,8,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2395,1428,2750,355,967,31,92,72,293,,,
32,Argentina,6,Buenos Aires,134,Cañuelas,6134,2017,8,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2395,1428,2750,355,967,31,92,72,293,,,
