pais_id,pais,provincia_id,provincia,departamento_id,departamento,prov_depto,año,mes,modelo,actividad,referencia,margen_bruto_($/ha),resultado_neto_($/ha),ingreso_neto_($/ha),gastos_directos_($/ha),costos_indirectos_($/ha),eficiencia_stock_(%),producción_(kg/ha),destete_(%),carga_(kg/ha),,,
32,Argentina,22,Chaco,14,Bermejo,22014,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,22,Chaco,21,Comandante Fernandez,22021,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,22,Chaco,43,Fray Justo Santa Maria De Oro,22043,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,22,Chaco,56,General Donovan,22056,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,22,Chaco,70,Independencia,22070,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,22,Chaco,77,Libertad,22077,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,22,Chaco,84,Libertador General San Martin,22084,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,22,Chaco,91,Maipu,22091,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,22,Chaco,98,Mayor Luis J Fontana,22098,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,22,Chaco,112,O'Higgins,22112,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,22,Chaco,133,Quitilipi,22133,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,22,Chaco,147,San Lorenzo,22147,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,34,Formosa,14,Formosa,34014,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,34,Formosa,21,Laishi,34021,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,34,Formosa,42,Pilagas,34042,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,34,Formosa,49,Pilcomayo,34049,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,34,Formosa,56,Pirane,34056,2018,2,chaco-formosa este,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,608,127,823,215,482,23,28,60,122,,,
32,Argentina,22,Chaco,7,Almirante Brown,22007,2018,2,chaco-formosa oeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,391,39,560,169,352,22,19,60,85,,,
32,Argentina,22,Chaco,63,General Guemes,22063,2018,2,chaco-formosa oeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,391,39,560,169,352,22,19,60,85,,,
32,Argentina,34,Formosa,7,Bermejo,34007,2018,2,chaco-formosa oeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,391,39,560,169,352,22,19,60,85,,,
32,Argentina,34,Formosa,35,Patiño,34035,2018,2,chaco-formosa oeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,391,39,560,169,352,22,19,60,85,,,
32,Argentina,34,Formosa,63,Ramon Lista,34063,2018,2,chaco-formosa oeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,391,39,560,169,352,22,19,60,85,,,
32,Argentina,14,Cordoba,7,Calamuchita,14007,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,14,Capital,14014,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,21,Colon,14021,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,28,Cruz Del Eje,14028,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,49,Ischilin,14049,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,70,Minas,14070,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,77,Pocho,14077,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,91,Punilla,14091,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,112,Rio Seco,14112,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,126,San Alberto,14126,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,133,San Javier,14133,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,147,Santa Maria,14147,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,154,Sobremonte,14154,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,168,Totoral,14168,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,14,Cordoba,175,Tulumba,14175,2018,2,cordoba norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,673,116,880,207,557,29,30,65,103,,,
32,Argentina,18,Corrientes,7,Bella Vista,18007,2018,2,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,785,288,1191,406,497,21,43,60,205,,,
32,Argentina,18,Corrientes,21,Capital,18021,2018,2,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,785,288,1191,406,497,21,43,60,205,,,
32,Argentina,18,Corrientes,28,Concepcion,18028,2018,2,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,785,288,1191,406,497,21,43,60,205,,,
32,Argentina,18,Corrientes,42,Empedrado,18042,2018,2,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,785,288,1191,406,497,21,43,60,205,,,
32,Argentina,18,Corrientes,63,General Paz,18063,2018,2,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,785,288,1191,406,497,21,43,60,205,,,
32,Argentina,18,Corrientes,70,Goya,18070,2018,2,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,785,288,1191,406,497,21,43,60,205,,,
32,Argentina,18,Corrientes,84,Ituzaingo,18084,2018,2,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,785,288,1191,406,497,21,43,60,205,,,
32,Argentina,18,Corrientes,112,Monte Caseros,18112,2018,2,corrientes centro sur,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1476,1153,1885,409,323,29,63,67,215,,,
32,Argentina,18,Corrientes,119,Paso De Los Libres,18119,2018,2,corrientes nor-este,ciclo completo,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,484,249,798,314,235,20,29,50,144,,,
32,Argentina,18,Corrientes,126,Saladas,18126,2018,2,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,785,288,1191,406,497,21,43,60,205,,,
32,Argentina,18,Corrientes,140,San Luis Del Palmar,18140,2018,2,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,785,288,1191,406,497,21,43,60,205,,,
32,Argentina,18,Corrientes,154,San Miguel,18154,2018,2,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,785,288,1191,406,497,21,43,60,205,,,
32,Argentina,18,Corrientes,161,San Roque,18161,2018,2,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,785,288,1191,406,497,21,43,60,205,,,
32,Argentina,82,Santa Fe,49,General Obligado,82049,2018,2,corrientes noroeste,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,785,288,1191,406,497,21,43,60,205,,,
32,Argentina,6,Buenos Aires,854,25 De Mayo,6854,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,14,Adolfo Gonzales Chaves,6014,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,42,Ayacucho,6042,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,49,Azul,6049,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,119,Brandsen,6119,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,134,Cañuelas,6134,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,168,Castelli,6168,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,217,Chascomus,6217,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,238,Dolores,6238,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,287,General Alvear,6287,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,301,General Belgrano,6301,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,308,General Guido,6308,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,322,General Lamadrid,6322,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,329,General Las Heras,6329,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,336,General Lavalle,6336,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,315,General Juan Madariaga,6315,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,343,General Paz,6343,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,441,La Plata,6441,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,448,Laprida,6448,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,455,Las Flores,6455,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,483,Lobos,6483,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,505,Magdalena,6505,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,511,Maipu,6511,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,518,Mar Chiquita,6518,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,525,Marcos Paz,6525,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,547,Monte,6547,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,574,Navarro,6574,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,595,Olavarria,6595,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,630,Pila,6630,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,655,Punta Indio,6655,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,672,Rauch,6672,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,693,Roque Perez,6693,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,707,Saladillo,6707,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,778,San Vicente,6778,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,798,Tapalque,6798,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,6,Buenos Aires,812,Tordillo,6812,2018,2,cuenca del salado,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,2425,1095,2849,424,1330,31,92,72,293,,,
32,Argentina,30,Entre Rios,15,Concordia,30015,2018,2,entre rios norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,661,1948,519,768,30,70,67,231,,,
32,Argentina,30,Entre Rios,28,Federacion,30028,2018,2,entre rios norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,661,1948,519,768,30,70,67,231,,,
32,Argentina,30,Entre Rios,35,Federal,30035,2018,2,entre rios norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,661,1948,519,768,30,70,67,231,,,
32,Argentina,30,Entre Rios,42,Feliciano,30042,2018,2,entre rios norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,661,1948,519,768,30,70,67,231,,,
32,Argentina,30,Entre Rios,70,La Paz,30070,2018,2,entre rios norte,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,661,1948,519,768,30,70,67,231,,,
32,Argentina,30,Entre Rios,8,Colon,30008,2018,2,entre rios sw,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,-1025,5852,4424,2454,59,284,-99999,482,,,
32,Argentina,30,Entre Rios,21,Diamante,30021,2018,2,entre rios sw,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,-1025,5852,4424,2454,59,284,-99999,482,,,
32,Argentina,30,Entre Rios,49,Gualeguay,30049,2018,2,entre rios sw,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,-1025,5852,4424,2454,59,284,-99999,482,,,
32,Argentina,30,Entre Rios,56,Gualeguaychu,30056,2018,2,entre rios sw,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,-1025,5852,4424,2454,59,284,-99999,482,,,
32,Argentina,30,Entre Rios,77,Nogoya,30077,2018,2,entre rios sw,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,-1025,5852,4424,2454,59,284,-99999,482,,,
32,Argentina,30,Entre Rios,84,Parana,30084,2018,2,entre rios sw,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,-1025,5852,4424,2454,59,284,-99999,482,,,
32,Argentina,30,Entre Rios,88,San Salvador,30088,2018,2,entre rios sw,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,-1025,5852,4424,2454,59,284,-99999,482,,,
32,Argentina,30,Entre Rios,91,Tala,30091,2018,2,entre rios sw,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,-1025,5852,4424,2454,59,284,-99999,482,,,
32,Argentina,30,Entre Rios,98,Uruguay,30098,2018,2,entre rios sw,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,-1025,5852,4424,2454,59,284,-99999,482,,,
32,Argentina,30,Entre Rios,105,Victoria,30105,2018,2,entre rios sw,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,-1025,5852,4424,2454,59,284,-99999,482,,,
32,Argentina,30,Entre Rios,113,Villaguay,30113,2018,2,entre rios sw,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,1429,-1025,5852,4424,2454,59,284,-99999,482,,,
32,Argentina,30,Entre Rios,63,Islas Del Ibicuy,30063,2018,2,islas de entre rios 1,invernada,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,532,135,1157,625,397,39,51,-99999,132,,,
32,Argentina,42,La Pampa,14,Caleu Caleu,42014,2018,2,la pampa-san luis arida,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,335,170,488,152,165,29,17,65,59,,,
32,Argentina,42,La Pampa,49,Chalileo,42049,2018,2,la pampa-san luis arida,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,335,170,488,152,165,29,17,65,59,,,
32,Argentina,42,La Pampa,42,Curaco,42042,2018,2,la pampa-san luis arida,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,335,170,488,152,165,29,17,65,59,,,
32,Argentina,42,La Pampa,77,Hucal,42077,2018,2,la pampa-san luis arida,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,335,170,488,152,165,29,17,65,59,,,
32,Argentina,42,La Pampa,84,Lihuel Calel,42084,2018,2,la pampa-san luis arida,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,335,170,488,152,165,29,17,65,59,,,
32,Argentina,42,La Pampa,91,Limay Mahuida,42091,2018,2,la pampa-san luis arida,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,335,170,488,152,165,29,17,65,59,,,7
32,Argentina,42,La Pampa,154,Utracan,42154,2018,2,la pampa-san luis arida,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,335,170,488,152,165,29,17,65,59,,,14
32,Argentina,74,San Luis,7,Ayacucho,74007,2018,2,la pampa-san luis arida,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,335,170,488,152,165,29,17,65,59,,,
32,Argentina,74,San Luis,14,Belgrano,74014,2018,2,la pampa-san luis arida,cria,http://www.agroindustria.gob.ar/sitio/areas/bovinos/modelos/,335,170,488,152,165,29,17,65,59,,,
